neighbourhood_n,number_of_reviews,minimum_nights,availability_365,room_type_n,Survived
16,41,1,54,0,75
9,4,3,90,0,125
1,2,2,0,1,140
15,7,2,0,1,100
12,3,4,0,0,75
21,21,2,57,0,60
23,1,1,0,0,85
43,0,2,0,1,275
51,1,1,0,2,45
9,18,4,265,1,250
79,7,1,50,0,45
81,38,2,28,0,51
21,2,1,365,0,50
68,0,1,0,0,200
204,20,2,188,0,80
48,0,1,364,1,179
141,0,1,0,0,125
46,347,1,159,0,65
117,1,1,86,0,50
6,9,30,189,0,60
6,0,5,0,0,45
106,26,1,14,1,120
45,1,1,0,0,70
4,5,1,90,2,60
0,29,1,143,0,67
24,68,2,290,1,125
49,43,1,351,0,39
24,3,2,0,0,60
29,65,1,313,0,75
29,12,2,0,1,60
6,61,4,82,1,139
28,0,30,245,1,142
19,38,2,29,1,99
63,1,2,0,1,69
12,7,2,326,0,85
70,0,180,189,0,35
49,0,1,0,0,150
44,10,10,222,1,89
20,114,2,16,1,185
25,90,3,24,0,70
21,0,1,0,0,45
8,1,30,216,0,65
79,13,2,37,0,45
19,34,4,239,1,250
2,0,30,322,0,40
7,3,4,3,1,150
30,0,1,338,1,235
106,70,2,90,0,200
38,0,20,40,0,80
2,27,2,0,1,100
12,18,2,36,1,140
49,0,1,0,1,200
43,5,3,0,0,89
28,0,5,84,1,500
63,2,3,188,1,238
12,1,5,11,1,100
94,95,5,301,0,66
6,0,7,0,0,38
4,29,1,193,0,80
25,56,3,42,0,100
1,0,4,121,1,956
9,5,1,11,1,200
8,23,7,0,1,175
6,0,1,0,0,90
12,125,2,248,1,180
1,1,30,215,1,250
15,2,3,0,0,35
7,33,1,20,1,134
6,26,2,192,0,55
1,0,29,206,1,239
1,11,5,0,1,157
21,8,3,0,1,60
43,0,29,189,1,299
52,2,4,148,1,215
56,5,2,0,0,55
13,0,2,0,0,75
5,1,30,142,1,170
23,3,2,8,1,375
15,1,1,0,0,55
54,4,2,0,0,27
21,12,1,0,1,125
77,30,2,38,1,375
28,0,1,0,1,250
4,11,2,68,1,250
21,0,5,0,0,50
4,6,3,0,1,170
77,0,1,327,1,350
35,1,14,0,1,65
11,1,2,0,0,90
184,1,7,87,1,80
2,6,4,0,1,199
2,6,6,324,0,43
85,9,2,167,1,99
19,203,2,86,0,68
24,2,2,364,0,40
6,210,2,106,1,115
2,0,1,0,0,51
14,0,1,0,2,46
54,15,1,77,0,53
2,105,2,180,0,65
33,41,3,22,1,350
23,200,1,100,1,299
16,2,3,87,0,66
24,25,2,223,1,40
20,0,1,365,0,119
21,3,1,0,0,40
21,0,2,0,0,89
12,35,1,17,0,100
23,1,1,0,0,125
9,7,3,11,1,150
14,1,1,0,0,98
16,36,30,358,1,185
118,28,3,26,1,65
56,0,21,0,0,65
2,2,15,0,1,77
7,1,5,0,1,280
21,2,1,0,0,60
18,6,1,1,0,57
8,0,5,0,0,100
2,1,2,23,0,49
21,36,3,292,0,75
28,89,1,9,1,120
68,0,7,0,1,150
117,67,5,27,1,99
28,7,30,342,0,48
43,0,29,309,1,302
5,25,10,1,1,160
6,13,2,339,2,30
134,0,3,0,0,119
8,15,4,57,1,250
24,0,14,0,2,22
22,0,3,0,1,350
23,0,1,0,1,250
11,0,2,180,0,125
6,191,2,311,1,125
15,4,2,0,1,110
24,81,2,160,1,114
8,31,1,365,0,105
70,68,1,364,1,100
28,55,3,1,1,249
4,2,3,0,1,275
15,104,5,272,1,120
63,9,3,95,0,59
50,0,2,205,1,350
6,122,2,159,1,110
39,0,5,0,1,75
21,7,2,0,0,29
21,34,3,119,1,99
20,2,14,21,0,45
56,0,90,0,0,40
46,38,1,359,0,50
16,0,20,365,0,120
86,1,1,81,1,199
26,0,2,0,1,200
1,15,6,0,1,99
37,10,1,365,0,99
26,4,1,0,1,120
9,13,2,0,1,120
96,4,4,0,0,75
1,8,3,339,1,389
21,32,4,8,1,98
121,4,2,364,0,83
14,13,1,23,0,84
20,1,1,249,0,399
30,0,5,365,0,129
64,2,4,0,0,100
11,0,30,0,1,160
21,5,30,339,0,45
8,12,1,338,0,120
12,5,3,179,0,109
8,0,7,34,1,250
23,28,3,1,1,150
14,6,2,0,1,105
44,38,21,245,0,50
2,1,5,0,1,180
21,8,1,106,0,65
49,25,2,294,1,100
7,2,1,363,2,100
56,14,1,0,0,44
24,8,1,0,0,42
20,0,7,0,1,210
35,39,2,247,0,55
43,9,2,332,1,216
68,19,1,0,1,125
82,3,1,250,0,100
19,4,1,0,0,99
12,2,3,363,1,350
7,39,1,5,0,244
48,18,2,0,1,180
6,12,1,89,1,350
28,109,1,190,1,195
11,13,2,0,1,160
17,30,20,65,1,99
63,75,2,358,0,145
6,15,1,123,2,75
11,0,15,0,1,190
79,2,3,0,0,41
53,12,3,0,1,150
23,0,5,0,1,295
2,91,5,260,1,129
30,4,1,0,0,90
2,4,7,0,0,60
11,46,4,243,1,500
19,3,8,0,0,90
85,12,3,323,1,70
28,0,2,88,0,175
19,27,3,7,1,145
95,0,1,0,0,60
12,72,1,272,1,148
15,75,4,48,1,110
21,10,1,0,0,40
5,0,4,87,0,75
21,0,7,0,0,42
28,72,1,52,1,378
1,10,1,224,1,131
68,26,3,23,1,130
44,0,21,0,0,40
28,26,3,0,1,123
49,5,30,283,0,175
70,26,2,50,2,25
86,21,2,333,1,250
6,6,2,2,1,120
12,1,5,11,0,50
12,24,1,213,1,165
20,11,10,21,1,112
8,4,5,109,1,589
56,3,1,0,1,80
12,2,2,23,1,180
12,0,5,0,0,80
5,2,2,0,0,65
12,0,7,0,1,120
28,0,2,38,1,175
22,5,29,68,1,80
6,3,3,0,1,109
56,3,5,0,0,30
39,0,30,182,1,131
43,20,1,0,0,95
12,27,2,80,0,57
41,0,31,365,0,70
4,138,3,71,1,90
56,1,2,0,1,200
28,11,30,305,0,85
68,103,3,17,1,118
8,0,7,0,1,350
14,0,4,31,1,200
11,0,30,162,1,356
30,120,1,90,0,75
21,21,15,88,0,45
2,1,3,263,0,100
10,67,2,61,1,131
7,0,30,28,1,198
6,5,1,351,1,190
1,22,3,278,1,299
56,3,3,0,0,50
43,36,10,297,1,199
4,19,1,322,1,174
2,0,15,0,0,50
46,17,2,0,0,66
22,66,3,264,0,55
106,12,1,65,1,100
6,0,1,303,1,1749
1,2,1,365,0,350
71,0,30,266,1,347
6,26,30,365,1,135
2,22,2,0,0,89
2,8,2,330,0,55
1,2,3,29,1,230
7,1,3,0,0,250
15,0,1,359,0,80
20,2,4,0,0,110
56,10,30,3,1,70
79,1,4,0,1,200
21,2,1,0,0,10
41,5,1,0,0,40
17,243,3,217,1,88
23,13,4,0,1,180
13,14,3,0,0,67
6,0,1,89,2,115
26,1,30,54,1,130
6,7,2,11,1,150
23,1,1,0,0,120
45,2,2,0,1,120
4,19,1,177,1,194
19,1,4,0,1,285
2,78,5,30,0,60
6,0,4,0,0,60
56,7,1,85,0,80
28,5,4,0,1,165
12,1,3,365,0,155
6,4,3,205,1,132
28,7,2,0,1,200
25,0,1,0,0,100
13,5,2,0,0,95
8,7,7,99,1,135
8,0,30,170,1,259
20,4,4,7,1,270
14,12,2,7,1,250
30,14,3,0,1,65
2,71,3,15,0,54
68,0,3,0,1,280
21,14,1,48,0,75
2,2,6,0,0,70
7,0,1,19,2,69
19,1,3,209,0,150
6,35,3,39,1,99
2,0,1,0,1,199
6,68,2,48,1,160
39,51,2,329,1,150
33,4,4,15,1,100
6,1,1,0,0,100
31,3,14,4,1,60
28,1,4,0,1,220
52,1,7,23,1,200
20,3,30,127,1,199
21,45,3,129,1,150
11,1,2,0,1,225
20,92,1,33,1,115
21,1,15,0,0,35
41,1,2,350,0,120
89,2,2,312,2,150
1,8,2,315,1,220
1,11,2,264,1,945
2,133,3,4,1,120
30,5,1,130,0,66
26,4,30,364,1,159
117,1,1,0,1,70
12,16,3,0,0,70
6,1,1,89,0,900
126,85,1,176,0,59
197,2,2,0,1,95
30,0,20,0,1,75
1,0,5,0,0,250
6,2,7,0,1,75
90,14,1,271,1,135
6,107,1,69,0,49
8,5,2,94,1,360
6,7,1,17,1,60
21,34,2,112,0,35
68,2,7,31,0,120
62,42,2,310,1,145
77,2,2,0,0,120
14,8,2,41,1,195
77,0,30,208,1,265
7,34,2,103,0,85
28,3,4,60,1,135
30,0,2,0,0,65
15,0,4,0,0,85
1,0,30,188,1,267
54,77,1,345,0,80
7,133,1,67,0,114
4,22,1,83,2,49
24,1,10,17,1,1400
20,1,1,0,0,50
19,42,3,330,1,199
44,0,4,142,1,230
16,80,2,70,1,200
37,19,1,0,1,150
6,8,1,138,0,55
12,3,3,0,0,45
83,0,2,90,0,99
2,0,15,32,0,37
22,12,2,0,1,90
21,1,5,0,0,50
22,1,4,0,0,38
15,2,2,0,0,150
21,12,1,358,0,59
4,6,3,0,1,111
16,2,2,102,0,50
12,1,2,0,0,65
56,3,3,0,1,150
28,0,5,0,1,130
69,73,2,87,1,105
106,109,1,358,1,150
12,5,30,152,1,122
8,12,4,0,1,174
12,8,3,0,0,100
7,2,4,0,1,380
46,37,1,297,0,85
12,98,1,44,0,45
2,26,7,0,0,78
44,8,5,6,0,40
54,0,1,90,0,150
12,95,1,0,1,190
12,8,1,0,0,45
68,3,1,0,1,110
8,0,5,13,1,150
192,14,1,229,0,62
38,8,1,156,0,125
3,3,5,0,1,130
4,14,4,0,0,40
71,51,1,169,0,100
19,20,4,94,0,144
12,4,30,13,1,180
28,7,5,0,0,65
6,0,2,71,1,200
10,18,1,308,0,60
25,0,1,0,0,178
12,320,2,0,1,325
45,2,4,0,1,100
116,137,2,32,0,60
56,1,30,0,0,39
56,5,3,0,1,179
15,7,1,0,0,69
19,2,5,249,1,315
46,45,1,8,0,75
21,6,4,0,0,45
127,83,2,329,1,85
68,12,3,0,1,220
15,0,1,0,0,100
52,43,30,338,1,136
6,11,3,0,1,140
84,93,2,247,1,34
20,0,1,0,0,140
6,5,30,311,0,43
20,0,1,70,0,70
30,6,1,334,0,82
15,0,2,365,2,45
4,1,28,147,0,45
149,18,1,173,1,94
3,2,3,0,1,125
7,7,2,14,1,150
56,1,3,0,1,95
6,0,5,88,0,72
79,6,5,0,1,119
46,44,1,41,0,25
12,4,5,0,0,55
2,1,3,5,1,350
7,2,4,0,1,239
21,2,2,274,1,230
33,1,5,0,1,445
19,0,2,177,0,130
8,21,30,141,1,159
8,2,3,0,1,96
5,9,7,0,1,186
28,2,2,37,1,145
21,1,7,18,0,50
12,10,6,239,1,125
30,31,3,68,1,80
44,16,7,247,0,35
28,30,5,23,0,98
75,0,28,31,0,47
4,110,2,237,0,90
34,1,5,45,1,121
35,0,2,0,1,86
12,6,13,0,1,170
79,3,10,1,1,89
20,11,3,14,0,58
2,15,1,0,0,45
30,34,1,66,0,60
23,0,1,0,0,100
1,59,1,0,0,150
11,4,4,0,1,165
52,45,6,188,1,219
100,161,2,327,1,100
12,0,4,280,0,65
21,0,2,0,0,55
12,45,1,84,0,75
71,0,1,351,0,100
56,13,2,13,0,85
85,30,1,143,0,35
7,2,3,0,1,300
44,0,3,0,0,120
3,0,3,83,0,175
13,1,2,0,1,160
25,9,20,21,1,133
14,106,4,23,0,119
25,26,1,365,0,349
12,1,3,0,0,65
14,2,30,365,1,275
7,0,30,365,1,748
7,0,1,350,1,300
42,56,1,355,0,60
23,9,3,0,2,147
2,15,1,0,0,50
18,1,3,0,0,35
21,6,25,0,0,65
32,0,7,98,1,160
28,6,2,0,1,140
49,27,1,36,1,100
22,136,2,265,1,77
12,15,3,2,0,65
56,28,5,38,1,115
25,0,1,318,0,159
28,1,30,122,1,145
11,0,1,0,0,78
2,12,6,8,0,65
15,5,1,0,1,110
9,60,30,15,1,145
28,5,3,0,0,60
24,9,2,6,1,150
29,6,2,0,1,75
44,14,5,35,0,56
15,0,1,22,1,250
7,15,2,1,0,83
28,12,1,75,1,165
49,0,15,0,0,50
2,65,2,257,1,265
87,1,3,305,0,40
2,33,1,84,0,100
36,57,7,285,0,80
12,1,4,0,0,70
21,3,3,3,1,120
12,47,2,57,1,170
16,2,4,0,1,280
87,6,1,0,0,40
26,7,2,0,1,120
6,44,2,285,1,175
21,3,1,0,0,75
142,20,1,3,0,26
6,153,1,47,1,145
44,90,1,178,0,50
29,89,3,340,1,402
31,0,1,0,1,120
56,11,1,11,2,35
14,2,1,65,0,100
16,0,6,0,1,250
25,7,1,0,1,180
49,2,3,200,1,100
26,1,5,0,1,150
83,0,30,244,0,24
54,33,3,116,1,140
11,58,3,59,1,275
8,11,2,242,1,210
13,2,60,43,0,61
33,106,2,272,1,250
19,97,3,47,1,750
20,57,3,314,1,160
20,13,1,0,1,130
12,0,2,0,0,55
6,20,2,64,0,130
24,1,1,0,0,42
21,2,2,331,0,70
6,2,30,0,1,120
181,6,20,104,0,43
5,0,10,0,1,80
12,0,2,0,1,110
2,4,3,9,0,50
7,0,3,358,1,199
52,5,2,0,1,275
2,6,10,6,1,90
31,2,1,0,1,156
132,0,1,3,2,56
2,185,2,300,1,130
3,47,2,0,1,95
1,0,30,147,1,165
103,30,7,115,0,45
21,51,30,227,0,50
3,74,3,284,0,49
12,1,5,0,0,70
10,8,2,0,1,120
20,3,7,6,1,100
87,6,5,157,1,125
29,8,3,0,1,110
75,8,2,0,0,70
38,1,1,365,0,250
8,0,5,74,1,150
30,3,1,0,0,52
45,5,10,0,1,90
12,3,2,0,1,125
54,15,1,90,0,40
6,0,14,0,0,55
4,0,17,46,1,250
21,0,30,43,0,35
21,5,1,0,0,35
34,4,1,0,1,130
2,3,1,0,1,200
28,6,4,4,1,449
33,17,3,106,1,180
7,11,30,223,1,90
73,6,7,311,2,50
30,1,2,58,0,75
11,1,4,232,1,199
3,2,2,0,0,62
1,2,30,101,1,200
12,6,2,0,1,145
20,0,5,0,1,104
37,0,15,27,0,49
1,3,30,154,1,450
4,14,1,0,1,189
2,2,2,189,1,80
6,24,1,64,0,55
21,34,5,102,0,67
15,57,2,81,0,43
12,2,3,0,1,159
21,0,3,0,1,150
1,1,1,0,1,399
7,24,17,86,0,65
19,0,31,365,1,150
192,22,4,147,0,42
32,1,2,0,1,140
45,0,3,364,0,300
20,7,2,0,1,260
12,6,2,16,1,220
8,0,7,0,1,155
205,0,3,365,0,70
6,3,7,0,1,2000
41,60,1,336,0,70
19,14,2,5,1,100
24,2,5,54,0,75
26,0,1,0,1,235
16,58,30,220,1,175
37,19,2,57,1,58
23,1,2,0,0,133
22,7,1,0,0,65
20,25,2,5,1,199
1,6,28,253,1,675
6,2,1,0,0,55
24,73,2,180,0,60
137,1,1,0,1,223
20,69,2,58,1,195
19,18,1,0,1,250
54,11,2,0,1,88
56,5,1,65,1,95
10,0,20,0,0,50
13,10,5,21,1,495
28,8,30,311,1,117
2,19,7,324,0,52
21,4,30,358,0,55
29,109,3,269,1,185
6,43,3,123,1,275
68,87,2,242,0,90
4,41,1,228,1,199
14,0,3,9,0,150
102,0,6,0,1,199
76,39,2,0,0,68
30,1,3,5,0,45
27,1,1,0,0,103
4,5,3,0,0,120
183,1,2,176,1,80
85,32,1,359,0,59
16,71,3,200,1,120
49,13,3,36,0,55
24,2,2,0,1,85
19,1,2,0,1,225
4,3,3,0,0,62
28,0,3,0,1,200
60,1,1,0,0,80
123,1,10,0,0,35
14,4,3,1,1,159
42,23,3,188,0,50
215,3,30,316,1,83
7,14,2,0,1,225
4,0,1,0,0,80
12,128,100,358,0,103
22,0,2,0,0,35
19,5,3,0,1,210
12,6,1,0,0,80
14,1,2,77,1,230
23,0,7,0,1,143
0,1,4,0,1,130
28,1,2,0,1,89
6,16,30,365,0,63
6,4,3,0,1,195
135,69,1,127,1,150
29,1,1,0,1,60
22,68,2,362,0,84
19,0,2,0,1,400
1,5,30,304,1,125
5,13,5,0,1,149
8,2,1,0,0,50
28,0,7,0,1,500
14,1,7,0,1,250
156,6,30,219,0,25
19,70,5,6,1,600
28,32,1,184,0,100
12,22,3,11,0,99
76,4,3,18,0,35
17,2,5,0,1,125
15,34,4,49,1,59
39,53,40,236,0,42
118,62,1,77,1,100
20,15,1,0,1,179
20,2,3,0,1,115
25,27,2,0,0,78
22,1,2,7,0,50
21,46,2,360,0,75
31,18,1,278,0,65
4,1,4,188,0,1500
45,4,7,0,1,150
14,375,1,328,0,123
26,4,1,0,1,165
2,17,3,280,1,199
12,3,4,7,0,80
8,132,32,211,1,178
7,43,1,0,0,65
39,3,2,0,1,77
39,92,1,147,1,110
21,4,30,144,0,47
0,1,1,0,0,80
21,4,2,89,1,150
6,3,1,0,0,38
16,4,365,173,1,200
8,288,1,103,0,109
32,0,20,0,1,149
49,0,1,0,0,47
7,97,3,60,1,200
12,1,58,15,0,40
56,45,4,170,1,130
8,2,1,0,0,80
38,1,1,0,1,168
6,1,4,0,1,75
15,11,5,188,1,98
6,0,1,0,0,50
14,4,7,31,0,63
37,1,3,0,1,350
19,19,1,230,0,125
6,13,30,220,1,150
2,3,14,0,1,109
28,11,1,330,0,135
54,4,3,12,1,91
12,0,2,300,1,295
21,4,3,0,0,35
37,3,1,90,2,49
6,29,3,0,1,70
56,104,4,53,0,55
30,2,5,0,0,30
1,2,30,125,1,215
9,1,1,0,0,90
24,8,2,30,1,150
44,22,1,73,0,60
28,3,30,147,1,150
21,1,3,0,1,68
8,0,2,0,0,95
28,0,5,58,1,125
21,0,2,97,0,250
19,150,1,278,1,249
14,0,1,362,1,199
2,27,1,180,0,49
15,18,2,61,0,100
20,0,4,267,0,150
12,9,2,162,1,135
12,0,30,211,1,220
6,0,30,40,0,34
14,0,45,83,0,165
54,0,1,0,1,85
2,6,2,252,1,275
9,22,5,316,1,165
2,28,3,329,1,149
97,5,4,0,1,250
4,2,3,0,0,63
52,0,14,0,0,60
3,8,4,189,1,172
44,142,1,359,0,59
21,0,1,0,0,70
31,0,30,93,0,40
12,14,7,0,0,57
19,3,4,0,1,200
3,5,3,0,1,380
8,8,2,1,1,175
20,4,1,97,0,70
26,0,30,326,1,118
23,0,30,336,1,170
12,8,5,0,0,100
54,10,2,41,0,59
4,37,2,304,0,120
12,9,2,0,1,200
28,0,3,0,1,150
20,36,3,53,1,179
25,17,5,112,0,75
1,0,1,330,1,165
28,2,30,0,1,129
2,1,1,87,0,150
15,22,1,0,0,80
21,2,2,351,1,200
82,48,2,169,1,75
30,4,28,284,0,36
1,25,2,4,1,190
129,8,3,358,0,39
23,90,1,0,0,49
1,14,2,0,1,149
54,6,2,130,1,199
79,2,1,0,0,35
15,21,2,175,0,82
6,121,1,286,0,69
6,1,4,359,0,79
113,0,2,69,1,100
23,1,2,0,1,115
173,1,1,318,0,99
11,1,3,0,1,225
9,0,20,0,1,90
8,32,2,0,1,195
39,0,1,359,2,12
20,0,3,364,1,150
12,23,14,25,1,130
16,11,10,0,1,100
21,0,3,83,0,80
2,2,2,0,1,275
82,0,1,136,1,119
28,0,6,0,1,295
25,3,4,0,0,70
20,1,14,0,1,150
28,24,3,3,1,179
24,12,1,5,0,80
6,0,3,0,0,75
162,8,1,347,2,45
24,4,5,1,1,200
30,4,2,58,0,75
12,91,2,258,0,115
144,9,1,0,1,65
182,3,1,359,0,69
68,1,4,0,1,140
21,1,4,0,0,40
60,18,3,72,1,180
141,40,6,313,0,70
12,0,4,27,1,101
90,35,2,34,1,134
8,155,2,267,1,299
19,4,3,0,1,120
2,4,1,0,0,53
9,2,1,2,0,84
6,10,3,235,0,50
2,81,30,194,1,140
6,2,30,248,1,95
2,13,2,271,1,150
2,2,30,239,1,195
33,25,1,65,0,75
8,6,1,365,0,250
8,1,25,170,1,107
99,38,1,75,0,35
15,16,2,66,0,150
7,0,5,83,1,300
16,0,4,0,1,95
70,62,30,7,1,70
3,13,1,0,1,95
39,11,1,319,0,90
6,0,1,0,1,100
1,0,3,5,0,250
7,0,1,0,1,207
21,31,6,147,0,58
18,1,2,234,1,200
6,46,3,255,1,135
0,3,5,344,0,60
28,5,30,229,1,100
28,39,7,44,1,169
29,5,5,0,1,160
49,2,1,304,0,115
160,310,1,23,1,50
12,99,2,77,0,60
70,23,3,90,0,52
1,0,30,343,1,225
6,107,1,64,1,389
4,4,7,127,1,150
4,68,7,77,0,100
12,28,1,0,0,85
5,0,30,249,1,300
7,6,3,2,0,125
7,0,31,341,1,200
14,73,4,2,1,395
5,95,7,87,1,180
18,0,5,0,0,45
15,161,2,183,1,75
45,0,8,177,0,55
19,14,2,0,0,79
20,9,28,332,0,45
83,32,2,50,1,125
21,26,1,70,0,58
15,3,3,0,1,77
6,1,3,365,0,125
45,0,1,0,1,100
6,205,2,294,1,140
12,0,2,0,1,300
7,5,1,348,0,999
14,7,1,0,1,200
14,83,30,282,0,90
23,0,1,0,0,150
21,5,3,0,0,60
6,96,2,7,0,44
11,0,1,0,1,599
32,4,3,0,1,113
12,3,2,0,1,180
12,1,7,0,1,269
25,4,2,0,0,99
15,8,1,0,1,88
13,2,5,0,1,199
34,19,2,35,1,135
22,0,5,0,0,40
67,0,5,23,1,120
6,11,1,118,1,145
79,19,18,0,1,70
26,0,2,0,1,145
21,72,3,155,0,70
4,3,1,7,0,210
8,9,3,0,1,200
24,1,5,0,1,118
49,7,1,304,0,115
33,14,2,0,1,150
6,2,30,331,0,40
106,0,1,43,2,39
2,37,3,19,0,175
19,42,7,0,0,71
28,0,2,83,1,375
22,147,2,275,1,95
24,65,3,127,1,115
111,0,3,363,0,55
32,107,1,75,1,150
14,1,30,310,1,321
3,0,2,0,1,200
129,0,3,232,1,140
4,0,1,0,0,60
7,4,3,0,1,175
2,0,1,0,0,200
9,52,1,276,0,63
38,168,1,272,0,80
21,2,4,0,0,75
34,1,1,0,0,55
20,0,1,0,0,75
1,3,30,350,1,150
14,4,4,0,1,200
25,72,4,187,1,298
28,16,2,0,0,100
12,124,2,106,1,225
1,14,2,279,1,240
12,6,4,0,1,128
1,2,30,364,1,232
30,21,3,138,0,75
2,72,2,160,0,79
13,0,4,365,0,85
21,5,3,326,1,100
49,34,1,129,0,58
7,8,15,30,1,300
126,30,1,364,0,60
7,30,1,66,0,150
56,1,1,0,0,110
26,42,5,2,0,10
6,1,30,53,0,35
80,0,2,0,0,50
19,1,5,0,1,250
14,10,2,10,1,850
6,21,1,365,0,89
6,152,3,274,1,280
6,0,2,61,0,57
14,8,3,0,0,70
22,1,2,0,1,65
71,0,30,363,1,239
56,87,4,57,0,75
6,6,9,10,0,85
8,0,1,0,0,125
2,3,2,91,0,215
16,117,2,226,1,218
21,15,1,359,0,100
73,8,5,363,1,300
52,18,3,0,1,175
84,75,1,361,0,65
5,1,5,0,1,198
21,0,2,0,0,49
14,26,3,53,1,180
49,0,3,82,0,40
21,7,3,0,0,30
15,35,2,174,0,50
43,1,29,311,1,245
54,0,30,361,0,45
159,12,1,363,0,50
123,10,2,345,1,200
90,39,1,0,0,75
12,19,2,34,0,100
30,0,1,0,0,70
9,16,4,166,0,89
8,2,6,0,1,141
14,0,5,167,1,450
15,3,2,0,0,85
8,0,1,0,1,200
12,78,4,65,1,199
31,0,28,41,0,33
84,76,2,120,2,19
8,87,1,5,1,130
14,2,30,0,1,120
19,1,31,156,1,250
64,8,5,0,1,270
12,1,7,0,0,65
4,20,2,52,0,77
54,5,1,0,0,35
6,62,30,280,1,90
23,360,1,240,0,120
27,24,2,23,1,650
2,4,30,0,1,99
21,7,3,0,1,85
18,4,2,359,0,60
29,24,2,151,1,280
12,0,2,193,0,95
2,67,1,28,0,69
6,25,4,18,0,64
43,0,3,133,0,80
21,8,3,0,0,45
76,13,1,324,0,45
63,16,2,157,0,75
19,14,10,18,0,85
6,23,1,365,0,40
14,0,29,312,1,250
7,0,30,365,1,190
5,2,30,362,1,150
8,1,1,0,0,150
27,1,7,325,1,3000
29,18,3,68,1,150
20,1,3,74,1,350
2,80,3,245,1,120
60,44,1,3,0,79
24,10,6,0,0,40
11,13,7,13,0,110
23,0,3,5,1,209
8,5,30,156,1,104
7,3,3,328,1,500
20,13,2,3,1,136
28,9,1,0,0,109
11,0,2,0,0,250
8,0,90,0,1,90
1,5,30,331,1,125
2,68,2,129,0,70
73,13,1,82,0,99
169,0,2,0,0,45
15,175,5,56,1,120
67,0,60,87,1,85
43,27,1,302,1,160
4,8,2,162,1,200
7,0,3,0,1,176
14,2,1,0,1,275
12,7,2,0,1,140
12,71,2,0,0,80
7,3,30,345,1,369
19,7,3,110,1,175
7,1,1,305,0,500
6,29,3,232,0,60
19,4,1,0,0,80
129,4,1,3,0,45
94,5,2,365,1,1000
5,1,30,365,1,175
54,64,2,220,1,140
102,6,7,0,1,80
38,3,1,0,1,150
7,85,2,0,1,164
3,120,1,362,0,279
28,1,1,359,1,249
8,0,30,181,1,190
30,2,3,116,1,120
76,45,3,295,1,120
6,0,3,0,0,60
21,0,5,0,0,70
33,94,3,250,1,150
1,0,30,332,1,220
70,29,1,319,0,25
23,0,1,365,1,600
6,4,5,0,1,100
83,4,2,267,2,58
43,5,2,255,0,616
15,1,1,59,0,68
19,7,1,0,1,295
43,3,3,68,1,225
6,63,2,322,0,70
15,70,1,1,0,34
24,1,2,110,1,599
15,68,5,202,1,150
6,0,3,0,1,140
24,0,5,0,1,75
19,46,4,0,1,115
3,11,3,356,0,65
4,219,2,35,0,65
12,8,1,0,0,250
8,154,2,51,1,200
79,1,4,0,0,55
14,3,2,132,0,130
0,0,1,0,1,100
7,69,1,232,0,110
28,92,1,247,1,125
19,1,2,0,0,60
19,72,4,63,0,90
20,5,7,49,0,110
3,57,2,77,1,220
21,96,2,36,0,69
52,4,4,0,1,190
1,14,2,0,1,299
30,0,30,0,1,150
4,1,5,65,0,70
87,38,1,0,0,55
13,8,4,0,1,130
19,0,1,0,0,100
23,0,2,170,1,250
149,113,2,3,1,39
8,0,7,0,1,132
26,1,5,0,0,150
6,10,3,308,1,117
6,0,1,255,1,68
141,0,5,89,1,130
12,0,7,13,0,70
9,0,3,4,1,450
30,25,2,346,1,89
8,3,120,36,1,169
33,21,2,73,0,98
6,163,3,218,1,75
11,8,1,296,1,214
2,1,3,0,0,60
103,119,2,87,1,118
87,46,3,48,0,60
21,1,1,0,0,30
12,4,2,34,1,175
14,21,2,0,0,130
123,1,13,12,1,122
22,7,1,61,0,40
22,199,2,265,0,57
12,2,3,0,1,350
2,21,3,75,1,135
1,0,1,0,0,75
12,73,3,37,1,109
12,3,5,179,0,60
16,2,4,174,1,700
60,3,1,0,0,119
12,2,10,0,0,70
21,84,5,316,0,40
199,1,1,364,0,65
14,7,1,2,1,189
15,19,1,0,0,36
6,186,2,6,0,69
28,226,3,221,1,100
19,2,1,0,1,175
14,0,3,0,0,150
7,124,6,247,1,350
70,10,3,292,1,175
16,0,5,0,0,90
22,2,5,0,0,33
6,3,2,316,0,50
23,4,14,341,2,32
37,5,1,156,1,85
1,12,3,6,1,187
20,1,4,0,1,200
2,8,5,0,1,120
12,1,1,0,0,100
24,9,5,166,1,200
13,0,30,342,0,48
178,14,1,356,1,50
103,3,1,0,0,49
6,15,2,0,0,38
19,0,2,0,1,100
5,0,30,365,1,200
12,4,3,0,1,115
2,0,1,0,0,65
3,3,1,0,0,50
12,1,2,0,0,130
112,16,1,142,0,39
66,6,1,191,1,150
8,6,4,274,1,950
12,7,11,316,0,85
15,0,1,0,0,75
52,7,1,185,1,500
56,1,1,0,1,120
12,22,10,52,1,225
13,1,2,0,1,100
1,41,1,125,1,250
4,0,2,0,0,90
12,37,5,15,1,450
1,35,3,0,1,185
28,7,3,213,0,89
39,37,1,0,0,35
52,5,4,0,0,120
37,24,2,57,0,45
27,5,3,161,1,899
23,0,1,0,1,120
2,13,60,0,0,50
182,36,3,49,0,100
9,0,4,0,0,67
187,11,2,46,1,101
24,28,31,167,0,80
9,16,5,0,1,175
7,2,1,0,0,87
70,5,2,347,1,195
