neighbourhood_n,number_of_reviews,minimum_nights,availability_365,room_type_n,Survived
14,0,3,0,1,1000
111,1,15,0,1,50
12,1,1,188,0,89
8,1,7,292,1,350
54,8,30,343,2,25
7,11,6,0,1,99
15,5,3,0,1,100
14,34,1,0,1,200
14,0,1,0,2,200
1,0,30,339,1,200
12,18,7,87,0,75
12,9,1,88,1,1000
1,5,3,0,0,160
21,20,2,282,0,65
2,0,2,0,0,55
14,11,3,0,1,300
12,372,1,59,0,105
6,1,6,88,0,75
20,0,3,0,0,75
21,46,3,217,1,375
12,19,3,218,1,140
13,104,1,11,0,63
11,23,2,0,1,200
93,25,30,178,1,95
66,55,3,80,0,53
56,0,1,0,0,75
9,0,1,259,0,71
32,10,7,125,1,185
21,1,14,0,0,55
1,2,1,264,1,99
12,20,7,44,1,170
7,4,30,65,1,115
20,0,1,0,1,125
68,0,30,364,1,216
19,2,2,0,1,300
2,52,1,222,1,140
15,73,1,251,0,67
98,33,1,75,0,50
64,23,1,365,1,209
4,12,7,0,1,150
20,0,3,114,1,250
7,1,3,90,1,300
6,0,25,100,0,60
20,32,30,326,1,179
28,8,3,50,0,80
11,209,3,236,0,90
2,0,1,0,0,75
6,3,2,0,1,150
26,3,5,0,1,275
5,1,29,335,1,187
48,0,2,0,0,250
34,1,1,0,0,60
28,10,2,365,1,430
62,13,2,73,1,65
21,36,2,64,0,60
13,7,2,2,1,104
1,0,30,352,1,150
12,0,1,304,0,109
30,4,15,353,0,40
9,34,2,15,1,110
43,5,2,280,0,375
132,0,20,30,1,250
25,10,4,70,0,105
15,2,5,0,1,97
25,3,2,0,0,50
15,222,1,292,0,65
159,2,1,362,0,85
6,143,30,221,1,120
19,0,1,53,1,500
71,0,30,363,1,239
1,0,1,0,0,250
30,0,1,0,0,40
7,1,3,0,1,380
21,0,30,191,0,60
56,4,5,0,2,75
54,5,7,0,1,115
6,32,2,248,1,550
93,6,2,363,0,110
30,68,3,313,0,51
19,1,30,116,1,280
7,24,1,208,2,69
6,16,10,216,0,34
11,21,2,173,1,247
161,25,2,0,0,42
10,84,30,204,1,180
50,43,1,343,1,495
17,0,7,0,1,150
28,0,3,0,1,95
101,0,1,359,0,100
68,16,2,0,1,169
113,1,30,365,1,202
11,3,3,0,1,150
4,4,1,32,1,180
13,1,3,0,0,130
11,3,2,0,1,300
56,54,1,66,2,42
13,2,15,0,1,70
19,0,3,0,1,115
37,20,2,243,1,500
15,0,5,0,1,89
21,0,10,0,0,65
6,95,1,222,0,0
24,52,1,188,0,89
29,0,17,0,1,99
12,7,3,66,1,100
62,50,2,40,1,100
12,31,2,365,0,80
29,9,2,0,1,190
12,39,8,113,1,179
21,10,3,10,1,100
1,14,3,0,1,339
30,0,1,0,0,100
6,76,2,160,1,325
14,7,3,0,1,200
5,14,2,81,1,255
2,0,1,0,0,84
8,6,3,193,0,85
31,0,7,0,0,50
21,10,3,0,1,78
12,0,1,90,0,99
12,9,3,2,1,225
144,18,2,34,0,48
4,1,18,0,0,75
49,5,4,0,0,35
6,51,3,194,1,95
21,1,1,85,1,100
21,1,1,328,0,50
12,4,2,66,0,110
15,3,2,0,1,100
22,5,3,51,1,105
2,2,1,358,0,250
4,0,30,235,1,35
64,9,10,137,1,229
56,2,3,54,0,300
23,28,3,0,0,104
50,0,14,0,1,99
7,0,30,364,1,302
2,41,2,59,0,65
54,1,7,365,0,90
169,15,30,333,0,40
94,80,5,298,0,56
69,1,2,363,0,60
1,0,2,266,0,314
32,4,10,0,0,50
12,186,2,62,0,95
103,0,2,0,0,100
12,1,1,0,0,70
28,7,1,0,0,99
168,22,1,279,1,60
8,145,2,215,1,185
123,32,1,86,0,69
2,37,8,170,1,98
2,84,2,72,0,55
8,59,30,364,1,2000
6,3,5,0,0,60
1,0,1,362,0,300
12,152,3,147,0,89
2,5,3,0,0,85
1,0,30,364,1,154
10,2,4,0,1,329
7,13,2,23,0,110
0,68,4,267,1,90
77,0,7,22,1,750
56,7,1,336,0,50
6,1,1,0,0,60
30,109,4,284,0,59
52,8,2,273,1,1000
34,2,30,0,0,45
2,129,2,89,0,116
111,9,1,11,0,39
46,0,2,365,1,1000
20,162,1,1,1,75
10,0,5,8,1,150
6,1,5,0,1,150
19,9,28,211,1,133
28,0,5,0,0,55
5,41,2,66,0,138
4,1,7,0,0,65
7,5,7,356,0,65
53,5,31,122,1,135
8,34,7,147,1,250
14,0,30,350,1,270
28,77,2,259,0,111
12,0,1,0,0,60
54,2,1,365,0,89
12,3,1,0,0,57
124,408,1,0,0,50
90,12,4,175,0,79
25,2,2,4,1,120
20,80,3,98,1,250
63,2,1,0,0,80
21,33,1,28,0,59
4,68,2,0,0,69
29,43,7,38,0,90
84,17,90,0,0,48
2,142,3,301,1,165
45,3,4,0,1,290
46,36,1,359,0,50
12,4,5,0,0,55
6,0,7,20,1,195
7,1,7,338,0,120
11,4,3,0,1,250
56,1,3,0,1,100
137,0,1,0,0,71
1,8,2,5,2,90
20,1,4,30,1,118
21,5,2,0,1,120
19,15,1,15,1,250
6,0,4,0,0,35
63,16,1,0,0,75
56,0,20,0,1,129
24,7,1,0,1,105
52,0,4,22,1,420
13,2,7,0,0,50
12,97,3,230,1,255
79,7,8,66,0,40
21,3,4,0,0,60
21,13,2,11,0,50
20,2,2,0,1,89
19,2,2,0,1,180
2,65,1,89,2,31
45,11,2,9,0,85
12,0,2,0,0,210
121,18,2,127,0,50
123,0,1,0,1,80
7,3,2,0,1,159
56,40,4,47,0,110
14,31,1,358,1,165
6,4,7,89,1,175
23,0,4,343,1,143
19,31,6,196,2,69
32,44,1,73,0,89
6,4,5,0,1,95
12,0,2,282,0,75
7,20,7,23,1,185
117,1,1,0,0,60
6,19,2,35,1,140
7,18,1,48,2,80
29,11,1,365,0,100
21,3,3,352,0,75
8,21,2,2,1,195
2,101,30,331,1,110
43,11,2,329,1,229
28,24,1,188,0,125
52,0,1,0,1,2500
15,1,1,0,0,25
34,9,2,0,1,350
98,231,1,16,0,55
20,48,3,3,1,300
31,1,7,0,0,30
12,3,3,35,1,200
9,221,5,163,1,117
28,68,1,19,1,160
23,6,1,0,1,249
4,19,3,14,0,190
37,36,2,122,0,80
203,136,1,136,1,180
12,7,2,96,1,325
16,25,30,363,0,160
7,20,5,178,0,150
18,0,4,4,0,57
1,67,3,355,0,95
29,17,5,36,1,250
7,0,5,8,0,120
2,13,6,346,0,45
0,0,3,365,2,250
12,4,2,0,1,249
12,13,30,252,1,160
4,0,2,7,0,100
12,194,1,229,0,90
4,13,1,270,0,100
21,3,2,0,0,54
4,0,1,365,2,75
7,6,1,0,1,200
7,0,1,363,0,299
30,205,1,1,1,100
44,16,1,0,0,80
54,1,2,363,1,100
21,5,1,363,0,65
123,7,1,0,1,200
20,6,7,62,0,60
22,0,7,0,1,113
34,1,2,0,0,110
63,0,30,99,1,69
6,1,2,0,1,60
43,0,29,345,1,117
6,57,2,324,0,70
24,43,30,43,1,100
39,149,2,229,1,170
31,2,30,7,0,35
19,0,1,177,0,135
110,11,4,337,0,30
26,0,2,31,0,150
1,0,5,0,0,90
6,0,7,0,1,114
68,88,1,14,0,82
19,86,1,259,1,260
12,0,5,0,0,40
6,15,1,15,0,55
8,10,2,10,1,419
183,57,1,336,1,60
43,0,1,0,2,1000
2,40,6,293,1,249
25,0,4,0,1,135
44,75,5,13,0,31
46,2,2,319,0,65
14,0,30,327,1,425
10,12,3,26,1,249
43,0,1,0,1,575
12,3,3,0,1,110
1,0,2,0,1,150
101,0,21,222,1,100
2,90,3,247,0,57
6,3,7,0,1,100
2,15,2,75,0,85
39,78,2,135,1,120
12,0,6,0,1,125
77,0,30,217,1,358
21,4,1,180,0,72
28,0,1,346,1,349
4,20,1,0,0,99
101,0,1,0,1,325
112,6,1,179,1,115
15,19,2,0,0,75
183,144,1,0,0,62
21,10,2,18,0,60
21,3,3,17,0,99
49,7,2,0,1,175
103,10,1,85,0,50
71,0,30,174,1,135
7,8,1,23,2,95
6,22,3,314,1,250
23,6,3,67,0,400
4,0,3,205,0,80
23,91,1,0,0,75
54,38,3,78,1,80
68,54,1,0,1,125
7,0,4,0,0,95
46,77,2,322,1,130
9,11,2,0,0,105
64,10,2,0,0,59
14,3,2,358,1,250
85,54,2,267,1,99
33,1,7,0,1,116
15,4,2,0,1,125
15,5,28,196,1,130
103,6,1,55,0,49
5,3,30,180,1,150
56,12,1,0,0,49
19,0,2,314,1,200
2,0,1,0,0,50
133,10,2,6,0,35
6,3,1,316,1,140
24,0,1,0,0,50
43,0,1,0,1,450
21,1,1,0,0,50
126,24,1,236,1,150
12,6,2,0,1,100
48,0,30,333,1,306
2,123,1,170,1,155
70,0,1,166,0,50
22,1,4,334,2,25
21,4,14,0,0,35
12,13,3,0,1,180
22,3,3,0,1,120
10,149,2,0,1,120
6,33,2,0,0,85
9,37,3,5,0,85
38,0,1,0,2,47
6,10,7,243,0,50
22,3,1,0,1,110
2,43,2,154,0,16
14,1,30,310,1,334
28,4,5,0,1,200
8,35,6,180,0,89
21,104,2,237,1,124
11,0,1,0,1,250
12,11,2,0,1,450
2,10,3,359,0,160
6,16,1,8,0,58
44,0,1,165,0,55
2,5,1,0,0,45
13,4,5,250,0,99
33,9,3,0,1,115
1,0,30,352,1,239
95,4,4,145,1,130
4,1,1,0,1,113
70,1,3,365,0,54
15,5,2,0,0,55
12,1,2,36,0,69
6,155,3,18,1,120
12,0,12,0,0,54
20,1,1,365,0,119
16,0,1,0,0,300
84,319,1,357,1,125
12,43,3,59,0,95
38,0,1,0,0,60
6,6,5,0,0,55
75,24,1,89,2,40
19,15,2,0,1,125
12,1,1,0,0,55
8,0,1,0,1,180
81,5,2,340,0,149
56,50,2,179,0,40
18,39,1,1,0,50
28,5,7,25,1,150
5,0,29,363,1,192
88,2,7,357,0,41
8,0,30,364,1,220
20,26,2,145,1,99
2,14,2,19,0,103
6,47,1,21,0,62
21,47,3,46,0,77
22,24,1,0,0,75
29,25,3,18,1,150
23,238,1,246,1,154
7,67,1,0,0,110
25,0,7,0,1,85
56,18,1,0,1,125
43,2,15,0,1,110
22,125,3,264,1,150
115,11,1,358,0,64
144,3,1,83,2,55
77,2,1,38,1,1000
21,0,30,336,0,55
18,0,3,255,0,90
6,34,3,147,1,130
158,64,2,348,0,55
7,6,30,335,1,130
9,3,2,0,0,60
37,204,2,313,1,105
49,1,3,89,1,390
6,57,2,117,0,39
8,15,2,18,1,180
43,0,29,345,1,100
14,0,3,169,1,223
12,56,4,8,0,50
21,16,2,127,1,159
7,0,5,0,0,100
12,1,1,0,0,80
28,6,3,0,1,175
14,17,2,11,0,75
12,28,2,342,0,75
56,13,2,115,1,120
56,0,2,249,0,97
24,26,3,241,1,150
28,1,5,0,1,117
12,15,3,35,1,150
6,122,3,41,1,85
19,7,4,0,1,129
27,25,1,89,0,120
4,3,30,153,0,44
2,3,30,90,0,110
12,8,1,109,0,75
19,20,4,121,1,148
1,0,2,2,0,600
8,1,2,0,1,250
15,42,2,147,1,85
12,21,2,335,1,160
13,4,2,42,1,120
14,0,3,0,1,400
21,105,1,82,2,25
19,5,3,9,0,85
2,15,2,0,1,75
12,0,30,333,0,58
80,0,1,0,1,110
8,1,3,24,0,380
21,0,2,0,0,40
19,0,30,213,1,120
12,0,7,146,1,200
160,4,4,365,2,30
173,0,1,1,1,80
21,1,2,1,0,45
21,3,2,0,0,80
1,2,2,1,0,175
1,0,1,0,1,120
3,58,1,331,1,175
36,23,31,288,1,190
16,1,365,365,1,100
30,24,1,352,1,235
7,7,30,195,1,166
12,4,3,101,0,75
19,27,3,0,1,200
6,8,1,335,0,40
11,5,80,78,1,250
52,15,2,0,1,103
1,0,30,311,1,334
6,0,30,221,0,43
17,0,1,11,1,100
44,37,1,45,0,50
7,28,2,358,0,90
2,12,2,0,1,102
11,5,3,164,1,179
19,0,2,69,1,152
2,0,3,10,0,45
33,14,2,0,1,225
1,132,4,242,1,239
5,0,30,311,1,310
19,6,5,0,1,100
8,2,5,0,0,69
8,0,90,193,0,55
37,2,1,85,0,82
56,129,1,349,0,69
1,0,2,0,1,550
12,9,4,0,1,219
38,9,1,0,0,57
28,19,2,0,1,130
21,0,1,0,1,200
15,0,1,0,0,75
24,9,3,0,0,60
86,25,1,12,1,60
28,27,1,0,0,60
33,52,2,53,1,150
30,1,2,0,0,30
22,2,3,33,1,130
51,2,1,0,0,99
30,27,1,49,0,40
20,122,3,54,1,176
121,12,2,361,1,160
25,13,4,0,1,85
13,1,5,2,1,130
56,45,4,351,1,180
8,2,5,0,1,175
0,31,2,58,1,250
107,34,1,61,0,50
21,1,1,0,0,80
9,3,14,28,0,95
1,16,4,323,1,189
2,5,30,7,1,85
19,21,2,0,1,179
6,5,5,0,0,50
79,1,1,365,0,150
6,6,3,60,0,63
6,112,3,59,0,62
52,111,1,0,1,108
8,12,5,12,1,199
52,4,2,0,0,75
19,5,1,170,1,159
99,25,1,0,0,125
7,97,6,236,1,350
11,118,3,180,1,220
6,0,7,0,0,45
83,0,30,88,0,200
159,4,1,0,1,51
4,81,2,88,0,99
2,22,1,105,0,40
49,11,2,363,1,200
46,9,3,44,1,120
6,2,7,0,0,37
4,3,1,0,0,165
28,6,1,0,2,75
12,18,5,188,1,120
68,47,2,18,0,85
19,3,2,0,1,245
20,85,1,0,1,83
6,1,1,5,0,125
30,2,4,0,0,65
48,5,1,75,1,649
103,86,1,147,0,80
45,103,3,18,0,55
101,4,1,0,0,100
37,66,1,67,0,60
2,57,2,188,0,70
121,2,2,0,0,69
6,0,2,0,0,45
28,239,1,287,0,105
6,0,1,0,0,55
22,13,3,186,0,39
6,0,1,0,0,50
96,13,4,6,1,150
22,2,3,0,1,97
6,3,1,136,0,130
28,0,14,340,1,225
21,14,3,229,1,140
37,30,6,174,1,298
46,63,1,250,0,45
2,11,2,0,0,36
52,1,1,0,1,225
24,0,5,0,1,100
15,129,2,220,1,160
7,16,45,345,1,160
21,3,3,0,0,45
47,5,7,363,1,250
12,2,6,4,0,69
28,20,4,31,0,120
8,0,2,0,0,175
68,26,1,72,1,199
22,32,3,0,1,80
22,1,1,0,1,155
94,9,2,171,0,60
6,6,3,0,0,46
21,0,2,360,1,275
6,3,2,0,0,55
6,4,30,126,1,88
25,25,6,346,1,120
43,3,3,0,1,235
28,13,3,61,1,150
31,2,30,1,0,55
28,10,1,62,0,111
7,4,1,186,1,129
2,101,2,0,0,75
16,1,9,251,1,250
6,4,3,342,0,45
25,0,1,0,1,175
1,2,7,0,1,200
3,0,3,31,1,125
30,7,2,0,0,44
37,70,1,85,0,54
6,15,1,48,1,104
20,17,2,0,1,117
6,57,3,264,1,83
21,5,2,0,1,150
12,6,3,38,1,180
21,14,2,40,0,45
4,262,2,166,0,75
43,6,5,208,1,230
6,2,2,0,0,39
54,0,4,13,1,199
26,9,30,317,1,117
19,5,3,0,1,198
1,3,30,161,1,206
6,44,2,159,0,80
22,0,7,0,1,75
20,3,1,0,1,185
14,4,5,0,1,156
4,2,6,0,0,85
82,43,1,283,0,65
32,10,3,225,1,585
4,150,3,159,1,249
28,8,30,270,1,99
56,2,5,83,0,90
12,0,4,0,1,150
25,9,15,259,0,79
19,0,2,0,0,100
21,0,2,0,0,82
5,1,30,358,1,367
43,1,7,365,0,169
8,214,3,197,1,120
12,236,3,242,1,180
23,178,1,79,0,65
22,1,1,0,0,40
6,15,1,20,0,55
12,150,2,64,0,89
12,14,2,14,0,60
81,2,2,0,0,60
19,7,2,89,0,110
13,9,2,3,0,70
19,1,2,0,0,80
6,4,7,179,1,200
6,2,2,24,1,75
54,8,1,365,2,50
8,0,2,154,0,130
6,80,3,42,1,150
11,8,2,0,1,300
101,5,28,47,1,91
23,2,2,67,1,120
11,29,3,22,1,495
1,2,30,189,1,156
7,9,2,140,1,200
24,9,7,82,1,190
14,12,2,128,1,215
7,82,1,0,0,110
1,0,4,0,1,750
4,17,1,83,1,165
28,1,2,0,1,299
33,0,2,0,1,55
12,0,1,0,0,55
8,0,1,365,0,1350
2,1,2,0,0,44
8,0,5,0,1,250
4,1,2,0,1,110
43,13,30,174,1,195
65,7,2,70,0,80
1,3,3,87,0,349
54,7,1,365,0,35
6,213,2,37,1,170
15,167,2,320,0,61
12,0,1,0,1,189
19,6,1,0,0,100
28,1,1,0,1,118
19,0,3,0,0,90
21,0,2,125,0,42
7,2,1,0,2,10
129,6,3,358,0,89
79,89,5,0,0,39
37,105,1,0,1,89
1,4,2,263,1,750
21,5,2,0,0,50
12,34,7,259,0,55
20,0,30,104,1,110
82,0,3,0,1,99
152,1,5,365,0,100
43,6,2,355,1,229
111,7,5,365,2,31
1,0,2,0,1,199
11,4,1,0,0,100
19,3,2,163,1,226
2,35,2,41,1,130
2,86,2,63,0,80
4,6,2,0,1,100
49,1,7,122,1,180
15,0,5,0,0,60
6,8,15,0,1,97
1,8,3,365,0,269
6,1,2,0,0,50
6,55,6,59,1,100
2,19,4,42,0,45
30,95,2,321,0,85
2,0,2,0,1,200
6,68,2,232,1,75
52,3,5,4,1,110
28,0,1,0,1,199
44,0,1,0,0,25
23,71,2,222,1,195
31,0,1,341,1,450
9,146,1,212,1,178
1,5,30,280,1,169
12,5,2,0,0,80
28,9,30,4,1,125
8,3,4,0,1,100
6,10,5,64,1,89
54,5,1,342,0,60
12,0,4,0,0,80
61,134,3,63,1,75
8,21,2,39,0,92
8,0,59,358,1,225
23,1,6,0,0,50
28,1,5,23,1,120
6,223,1,230,1,129
19,64,3,224,0,100
15,8,4,6,1,100
20,12,4,0,1,100
30,18,4,0,1,103
177,0,1,83,0,40
30,29,2,127,1,150
2,0,1,365,0,50
5,0,30,365,1,189
4,0,5,0,1,99
1,0,60,327,0,109
22,3,1,358,0,50
21,61,7,0,0,48
35,5,2,365,1,165
35,0,1,365,0,60
8,8,7,176,1,325
2,6,1,0,0,63
7,1,4,0,0,111
103,12,3,266,1,239
6,0,15,0,0,41
37,63,1,156,0,50
8,10,2,0,1,185
43,8,2,343,1,228
7,2,2,0,0,100
26,8,6,158,1,299
38,11,20,32,1,200
7,0,30,185,1,499
12,26,3,0,0,70
81,9,1,0,0,53
127,0,3,0,0,35
38,63,2,0,1,150
18,49,1,16,1,140
21,5,30,281,2,28
19,0,6,140,1,299
2,1,1,0,0,50
29,186,1,293,0,60
21,2,1,0,1,70
64,1,2,0,1,124
2,19,5,316,0,40
12,3,4,0,0,50
3,16,1,0,1,130
12,0,5,0,0,55
43,10,2,292,1,250
11,0,2,0,1,500
13,0,1,0,1,175
112,123,2,108,1,80
141,2,1,0,1,80
126,5,1,89,2,40
21,1,30,365,0,50
22,0,1,0,0,100
6,2,2,0,0,89
103,68,3,334,1,80
1,1,30,302,1,190
30,0,2,0,0,97
71,1,24,198,1,132
22,18,4,52,1,150
111,0,1,0,0,55
37,16,1,153,0,30
19,25,5,0,1,160
12,1,7,0,0,40
30,1,4,0,1,165
19,0,1,0,1,325
31,19,1,34,0,60
22,1,6,0,1,120
21,45,3,146,0,70
1,14,7,85,1,300
106,89,2,300,1,250
28,2,2,76,0,87
8,0,30,364,1,180
3,0,1,0,1,100
2,68,3,361,0,65
12,2,1,1,2,75
2,39,1,176,0,57
2,13,4,197,1,110
25,0,1,365,0,225
107,5,2,151,1,160
6,132,3,35,0,65
6,4,1,0,0,75
27,1,1,292,0,100
12,18,3,0,1,389
1,8,2,6,0,100
15,153,1,178,0,39
71,0,30,98,1,329
6,146,2,88,1,60
88,1,1,268,0,120
15,3,20,0,0,60
16,0,31,340,0,50
39,12,1,282,0,89
6,80,2,28,1,82
6,22,2,289,0,65
6,153,1,0,0,49
9,82,3,0,1,153
16,18,5,54,1,249
2,1,2,0,0,75
20,33,5,26,1,230
12,3,2,0,0,125
83,60,2,125,0,51
12,1,30,53,1,107
12,3,7,5,1,250
32,0,14,67,1,399
32,3,4,4,1,100
20,0,1,360,0,130
83,2,5,363,1,180
29,45,2,0,0,70
85,9,2,52,1,299
20,0,3,0,0,75
20,11,2,179,0,200
12,54,2,180,1,140
15,0,7,59,0,26
103,0,1,359,0,60
16,1,3,117,1,185
21,4,2,0,1,195
2,1,3,339,0,120
43,8,2,243,1,390
141,0,1,180,0,73
43,2,30,364,1,169
28,6,5,280,0,150
26,17,2,0,0,150
9,0,3,0,1,400
53,0,3,0,1,200
33,129,2,206,1,175
21,1,3,0,0,50
2,6,3,349,0,100
23,0,14,334,2,35
19,4,5,0,1,350
12,85,3,38,0,87
4,0,30,365,0,100
31,10,1,328,0,50
8,157,2,85,0,90
2,22,15,0,1,79
56,0,6,0,0,30
22,1,7,11,0,40
28,0,3,45,1,280
68,1,30,282,1,150
3,141,2,67,1,999
21,5,2,0,0,90
2,8,1,325,0,86
28,5,4,77,1,275
31,4,2,365,0,86
21,3,5,0,0,35
43,0,29,340,1,179
4,15,6,47,0,399
4,68,4,10,1,115
12,0,1,0,1,575
19,2,30,310,1,300
28,81,1,228,1,180
30,1,1,0,0,58
8,1,3,0,0,89
12,0,5,0,1,91
43,6,365,262,1,130
52,0,7,0,1,112
15,34,3,0,1,185
60,129,2,3,0,160
20,68,1,27,0,112
8,13,3,0,0,180
54,1,15,46,0,36
12,0,7,0,0,60
1,95,3,239,1,212
12,26,7,1,1,100
7,1,4,0,2,70
43,1,30,189,1,267
162,4,2,0,0,46
7,8,1,365,2,99
12,1,10,0,0,80
30,1,1,90,0,45
6,0,3,179,0,95
22,7,15,0,1,62
21,16,30,334,0,45
45,6,3,8,1,120
2,57,30,224,1,250
28,4,1,0,1,140
16,2,3,0,1,180
6,3,1,0,0,55
48,0,1,0,1,250
8,2,1,0,1,140
12,0,2,36,0,150
149,15,2,69,1,150
21,2,2,0,0,55
2,9,1,89,0,70
6,0,1,0,0,50
68,1,1,0,0,95
56,3,4,101,1,140
12,77,2,107,0,50
120,14,2,79,1,175
6,153,1,1,1,125
56,21,1,85,1,175
25,165,1,361,0,51
2,43,2,120,0,100
14,69,4,280,1,499
28,10,5,224,1,200
21,2,4,34,1,90
37,37,1,0,0,55
159,12,1,361,0,70
56,16,2,0,1,90
2,74,60,233,1,200
14,1,30,319,1,250
43,4,2,293,1,256
6,1,3,282,1,300
10,27,1,18,1,125
21,0,3,0,1,215
2,151,1,22,0,90
15,61,2,341,1,200
15,0,1,0,0,50
54,63,2,316,0,54
19,44,1,19,0,85
30,17,2,73,0,38
13,12,1,0,2,39
38,0,4,45,1,200
27,79,3,151,1,225
22,43,1,188,0,73
25,18,30,92,0,80
45,6,14,0,0,150
21,5,7,0,0,40
33,69,2,275,1,125
8,11,3,0,0,100
26,1,1,221,1,225
14,35,2,277,1,299
39,72,2,98,0,65
11,108,1,305,1,210
2,8,30,216,1,91
56,7,1,325,0,70
10,77,2,0,1,179
6,14,2,0,1,160
26,6,30,271,1,100
45,1,3,0,1,180
21,336,1,133,0,64
43,51,1,1,1,209
77,5,4,20,1,300
7,1,1,212,2,100
22,1,15,0,0,30
19,11,7,0,1,130
15,8,4,353,1,130
6,222,2,109,1,145
14,0,1,352,2,75
12,0,3,0,1,200
28,62,5,84,0,195
71,1,1,0,0,200
19,48,1,0,1,140
2,0,3,0,1,90
4,0,5,0,1,200
20,35,2,0,1,200
12,1,3,24,1,520
7,23,7,0,1,150
35,36,1,59,0,47
8,7,30,325,1,115
40,0,2,0,1,350
44,173,1,352,0,59
52,62,3,0,0,145
28,8,14,332,1,130
6,4,14,0,0,55
4,60,2,271,0,69
3,0,2,0,0,105
56,4,2,0,0,120
7,13,3,260,1,230
15,5,3,0,1,120
8,2,10,0,0,35
114,7,1,360,0,145
193,1,1,2,1,190
0,10,2,0,1,150
12,2,3,0,0,60
5,4,2,248,1,490
43,2,29,347,1,182
6,11,2,0,0,60
1,0,1,0,1,250
79,2,3,0,0,41
19,2,1,0,1,200
61,38,1,163,0,41
12,1,6,233,1,350
56,11,2,0,0,48
2,0,29,31,0,35
13,273,1,45,1,100
81,6,1,0,0,42
19,69,2,233,1,185
6,2,30,0,0,60
19,0,1,0,0,199
56,1,14,77,1,85
18,20,2,164,1,125
1,0,29,340,1,210
46,3,1,174,0,70
23,178,2,227,1,180
14,0,1,0,1,250
6,20,10,184,0,55
7,1,1,32,1,209
15,10,3,0,0,50
9,42,1,257,0,50
8,1,1,0,0,65
1,1,2,363,0,280
26,1,5,364,1,799
22,172,2,264,1,165
14,0,120,255,1,140
56,0,10,0,1,101
12,9,2,0,0,95
28,8,30,332,1,125
100,4,2,3,2,40
1,0,1,274,0,100
20,26,3,69,1,189
21,1,1,0,0,40
79,35,1,59,0,79
79,13,1,68,0,75
7,118,1,28,1,300
144,0,3,337,1,168
7,6,7,359,0,54
171,94,2,252,1,89
12,1,2,0,0,57
15,167,2,162,0,50
43,0,29,332,1,165
14,30,30,364,0,98
14,95,1,0,0,99
29,41,1,0,0,120
8,31,1,112,0,90
19,1,2,0,1,200
50,2,1,0,1,250
12,157,2,68,0,120
37,28,1,346,0,89
114,89,4,0,1,120
6,67,30,360,1,300
5,21,2,0,1,229
53,12,4,0,0,110
11,0,7,0,1,150
6,2,21,33,1,100
6,74,2,60,1,120
111,10,2,24,1,100
22,0,30,317,0,35
6,14,3,9,0,60
28,3,3,0,1,170
202,16,3,123,1,125
20,103,2,268,1,210
15,3,1,0,0,75
44,2,3,0,0,48
3,0,30,347,0,185
12,1,5,0,0,59
12,5,7,0,1,145
21,7,2,0,0,75
13,1,5,0,1,149
54,53,3,201,1,90
73,14,3,156,0,65
23,138,3,58,1,341
1,112,1,0,0,99
21,21,11,134,0,70
29,4,3,0,1,100
15,24,2,55,1,125
8,161,1,347,1,230
22,13,2,5,1,90
25,1,5,49,0,65
3,2,1,0,0,60
6,5,1,5,1,350
43,0,30,365,1,233
6,17,3,80,1,125
44,1,14,106,1,170
101,0,2,0,1,425
94,0,1,355,0,135
18,9,3,0,1,145
12,15,3,0,1,225
6,4,2,0,0,68
27,1,1,328,0,100
13,70,1,356,1,160
19,17,12,0,1,150
30,34,3,0,1,70
28,55,4,237,1,399
6,147,2,27,1,107
22,2,4,157,0,35
19,11,5,5,0,90
8,0,15,179,0,97
6,7,3,0,1,89
53,8,1,0,0,100
11,2,2,5,1,215
15,4,30,292,1,115
37,4,30,319,1,115
21,2,1,0,0,52
52,7,3,0,0,110
129,10,4,360,0,55
35,219,2,319,1,89
28,8,7,0,1,140
23,33,2,191,0,125
11,8,10,0,1,220
2,4,1,0,0,75
112,0,10,365,0,75
8,5,30,0,1,200
49,0,7,365,1,250
1,2,1,0,1,150
32,45,2,348,0,240
6,3,2,22,0,75
12,15,2,0,0,50
15,63,3,165,1,125
80,9,1,342,0,85
34,60,2,258,1,195
6,27,4,312,0,125
56,0,1,89,2,100
6,24,30,99,1,189
15,22,2,20,1,200
23,64,1,32,0,120
2,7,30,175,0,45
18,1,29,32,0,27
88,10,1,15,0,39
8,0,1,0,0,85
43,27,3,22,1,350
199,1,1,363,1,130
141,1,5,0,1,58
6,27,3,0,0,70
8,23,3,237,1,250
124,59,1,354,0,40
11,10,2,48,1,220
37,48,1,355,0,75
11,11,3,0,1,145
39,7,1,0,0,33
71,0,2,3,1,400
23,8,3,0,0,60
8,12,2,0,1,90
8,0,30,362,1,900
160,15,3,365,0,48
6,2,1,0,0,65
19,58,30,200,1,549
16,1,1,0,1,240
2,10,2,365,0,69
79,4,1,342,2,30
113,38,2,103,0,130
79,75,2,364,1,90
21,0,1,0,0,75
7,5,2,101,1,310
7,8,3,347,1,199
21,38,1,312,0,53
157,6,5,29,0,75
20,3,4,0,1,175
1,0,30,297,1,95
9,8,4,350,1,139
28,0,2,146,0,99
1,3,15,0,0,82
49,1,1,0,1,150
87,90,3,111,1,69
23,0,2,0,1,200
71,0,29,365,1,699
8,0,5,0,1,200
6,8,2,18,1,88
27,11,5,173,1,285
